grib_message,start_byte,end_byte,range,reference_time,valid_time,variable,level,forecast_time,?,??,???,search_this
132,133337021,133750941.0,133337021-133750941,2026-05-17 12:00:00,2026-05-17 13:00:00,TMP,surface,1 hour fcst,,,,:TMP:surface:1 hour fcst:
133,133750942,135694661.0,133750942-135694661,2026-05-17 12:00:00,2026-05-17 13:00:00,TMP,2 m above ground,1 hour fcst,,,,:TMP:2 m above ground:1 hour fcst:
134,135694662,137828849.0,135694662-137828849,2026-05-17 12:00:00,2026-05-17 13:00:00,TMP,2 m above ground,1 hour fcst,ens std dev,,,:TMP:2 m above ground:1 hour fcst:ens std dev:
135,137828850,139042004.0,137828850-139042004,2026-05-17 12:00:00,2026-05-17 13:00:00,TRWDIR,entire atmosphere (considered as a single layer),1 hour fcst,,,,:TRWDIR:entire atmosphere (considered as a single layer):1 hour fcst:
136,139042005,141094181.0,139042005-141094181,2026-05-17 12:00:00,2026-05-17 13:00:00,TRWSPD,entire atmosphere (considered as a single layer),1 hour fcst,,,,:TRWSPD:entire atmosphere (considered as a single layer):1 hour fcst:
137,141094182,141587662.0,141094182-141587662,2026-05-17 12:00:00,2026-05-17 13:00:00,THUNC,entire atmosphere,1-2 hour missing fcst,,,,:THUNC:entire atmosphere:1-2 hour missing fcst:
138,141587663,144346133.0,141587663-144346133,2026-05-17 12:00:00,2026-05-17 13:00:00,VIL,entire atmosphere,1 hour fcst,,,,:VIL:entire atmosphere:1 hour fcst:
139,144346134,145065617.0,144346134-145065617,2026-05-17 12:00:00,2026-05-17 13:00:00,VIS,surface,1 hour fcst,,,,:VIS:surface:1 hour fcst:
140,145065618,145424610.0,145065618-145424610,2026-05-17 12:00:00,2026-05-17 13:00:00,VIS,surface,1 hour fcst,prob <1609.34,prob fcst 2/6,probability forecast,:VIS:surface:1 hour fcst:prob <1609.34:prob fcst 2/6:probability forecast:
141,145424611,145850261.0,145424611-145850261,2026-05-17 12:00:00,2026-05-17 13:00:00,VIS,surface,1 hour fcst,prob <3218.69,prob fcst 3/6,probability forecast,:VIS:surface:1 hour fcst:prob <3218.69:prob fcst 3/6:probability forecast:
142,145850262,146349658.0,145850262-146349658,2026-05-17 12:00:00,2026-05-17 13:00:00,VIS,surface,1 hour fcst,prob <4828.03,prob fcst 4/6,probability forecast,:VIS:surface:1 hour fcst:prob <4828.03:prob fcst 4/6:probability forecast:
143,146349659,147075128.0,146349659-147075128,2026-05-17 12:00:00,2026-05-17 13:00:00,VIS,surface,1 hour fcst,prob <8046.73,prob fcst 5/6,probability forecast,:VIS:surface:1 hour fcst:prob <8046.73:prob fcst 5/6:probability forecast:
144,147075129,150684203.0,147075129-150684203,2026-05-17 12:00:00,2026-05-17 13:00:00,VRATE,entire atmosphere (considered as a single layer),1 hour fcst,,,,:VRATE:entire atmosphere (considered as a single layer):1 hour fcst:
145,150684204,152020714.0,150684204-152020714,2026-05-17 12:00:00,2026-05-17 13:00:00,WETGLBT,surface,1 hour fcst,,,,:WETGLBT:surface:1 hour fcst:
146,152020715,153213936.0,152020715-153213936,2026-05-17 12:00:00,2026-05-17 13:00:00,WDIR,30 m above ground,1 hour fcst,,,,:WDIR:30 m above ground:1 hour fcst:
147,153213937,154407158.0,153213937-154407158,2026-05-17 12:00:00,2026-05-17 13:00:00,WDIR,80 m above ground,1 hour fcst,,,,:WDIR:80 m above ground:1 hour fcst:
148,154407159,155600380.0,154407159-155600380,2026-05-17 12:00:00,2026-05-17 13:00:00,WDIR,10 m above ground,1 hour fcst,,,,:WDIR:10 m above ground:1 hour fcst:
149,155600381,157347973.0,155600381-157347973,2026-05-17 12:00:00,2026-05-17 13:00:00,GUST,10 m above ground,1 hour fcst,,,,:GUST:10 m above ground:1 hour fcst:
150,157347974,159731231.0,157347974-159731231,2026-05-17 12:00:00,2026-05-17 13:00:00,GUST,10 m above ground,1 hour fcst,ens std dev,,,:GUST:10 m above ground:1 hour fcst:ens std dev:
151,159731232,161753510.0,159731232-161753510,2026-05-17 12:00:00,2026-05-17 13:00:00,WIND,30 m above ground,1 hour fcst,,,,:WIND:30 m above ground:1 hour fcst:
152,161753511,163850815.0,161753511-163850815,2026-05-17 12:00:00,2026-05-17 13:00:00,WIND,80 m above ground,1 hour fcst,,,,:WIND:80 m above ground:1 hour fcst:
153,163850816,165819523.0,163850816-165819523,2026-05-17 12:00:00,2026-05-17 13:00:00,WIND,10 m above ground,1 hour fcst,,,,:WIND:10 m above ground:1 hour fcst:
154,165819524,,165819524-,2026-05-17 12:00:00,2026-05-17 13:00:00,WIND,10 m above ground,1 hour fcst,ens std dev,,,:WIND:10 m above ground:1 hour fcst:ens std dev:
